Local time,Open,High,Low,Close,Volume
17.01.2017 00:00:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:01:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:02:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:03:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:04:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:05:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:06:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:07:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:08:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:09:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:10:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:11:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:12:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:13:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:14:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:15:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:16:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:17:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:18:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:19:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:20:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:21:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:22:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:23:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:24:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:25:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:26:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:27:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:28:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:29:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:30:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:31:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:32:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:33:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:34:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:35:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:36:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:37:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:38:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:39:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:40:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:41:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:42:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:43:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:44:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:45:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:46:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:47:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:48:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:49:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:50:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:51:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:52:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:53:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:54:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:55:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:56:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:57:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:58:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 00:59:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:00:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:01:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:02:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:03:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:04:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:05:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:06:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:07:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:08:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:09:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:10:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:11:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:12:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:13:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:14:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:15:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:16:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:17:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:18:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:19:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:20:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:21:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:22:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:23:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:24:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:25:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:26:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:27:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:28:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:29:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:30:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:31:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:32:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:33:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:34:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:35:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:36:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:37:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:38:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:39:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:40:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:41:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:42:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:43:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:44:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:45:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:46:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:47:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:48:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:49:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:50:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:51:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:52:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:53:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:54:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:55:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:56:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:57:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:58:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 01:59:00.000,2271.473,2271.473,2271.473,2271.473,0
17.01.2017 02:00:00.000,2269.667,2269.721,2269.518,2269.636,72.9
17.01.2017 02:01:00.000,2269.640,2269.640,2269.397,2269.543,98.25
17.01.2017 02:02:00.000,2269.555,2269.555,2269.509,2269.543,53.12
17.01.2017 02:03:00.000,2269.526,2269.584,2269.526,2269.584,34.86
17.01.2017 02:04:00.000,2269.571,2269.681,2269.552,2269.621,77.77
17.01.2017 02:05:00.000,2269.623,2269.655,2269.593,2269.635,52.76
17.01.2017 02:06:00.000,2269.653,2269.782,2269.639,2269.719,55.43
17.01.2017 02:07:00.000,2269.732,2269.748,2269.719,2269.722,54.78
17.01.2017 02:08:00.000,2269.724,2269.782,2269.722,2269.757,29.6
17.01.2017 02:09:00.000,2269.747,2269.960,2269.747,2269.949,50.12
17.01.2017 02:10:00.000,2269.958,2270.004,2269.944,2270.004,30.19
17.01.2017 02:11:00.000,2270.005,2270.005,2269.835,2269.896,54.39
