Local time,Price,Volume,
12.01.2017 09:04:00.000,2269.9665,29.14,2270.153
12.01.2017 09:05:00.000,2269.962,17.86,2269.9665
12.01.2017 09:06:00.000,2270.024,18.8,2269.962
12.01.2017 09:07:00.000,2269.9695,25.38,2270.024
12.01.2017 09:08:00.000,2269.90175,20.21,2269.9695
12.01.2017 09:09:00.000,2269.839,18.8,2269.90175
12.01.2017 09:10:00.000,2269.87175,16.92,2269.839
12.01.2017 09:11:00.000,2269.9015,10.34,2269.87175
12.01.2017 09:12:00.000,2269.849,20.68,2269.9015
12.01.2017 09:13:00.000,2269.854,18.8,2269.849
12.01.2017 09:14:00.000,2269.9465,19.74,2269.854
12.01.2017 09:15:00.000,2270.03625,22.74,2269.9465
12.01.2017 09:16:00.000,2270.52925,26.32,2270.03625
12.01.2017 09:17:00.000,2270.5895,19.27,2270.52925
12.01.2017 09:18:00.000,2270.46925,21.15,2270.5895
12.01.2017 09:19:00.000,2270.217,15.51,2270.46925
12.01.2017 09:20:00.000,2270.402,27.73,2270.217
12.01.2017 09:21:00.000,2270.65175,23.97,2270.402
12.01.2017 09:22:00.000,2270.7145,24.91,2270.65175
12.01.2017 09:23:00.000,2270.7145,24.44,2270.7145
12.01.2017 09:24:00.000,2270.714,20.21,2270.7145
12.01.2017 09:25:00.000,2270.71425,26.79,2270.714
12.01.2017 09:26:00.000,2270.344,25.66,2270.71425
12.01.2017 09:27:00.000,2270.227,23.97,2270.344
12.01.2017 09:28:00.000,2270.02925,33.84,2270.227
12.01.2017 09:29:00.000,2269.60425,46.05,2270.02925
12.01.2017 09:30:00.000,2268.94725,67.57,2269.60425
12.01.2017 09:31:00.000,2268.33975,64.86,2268.94725
12.01.2017 09:32:00.000,2268.2165,64.39,2268.33975
12.01.2017 09:33:00.000,2268.402,63.92,2268.2165
12.01.2017 09:34:00.000,2268.277,61.1,2268.402
12.01.2017 09:35:00.000,2268.02925,52.64,2268.277
12.01.2017 09:36:00.000,2267.402,63.45,2268.02925
12.01.2017 09:37:00.000,2267.90225,38.07,2267.402
12.01.2017 09:38:00.000,2267.71425,54.05,2267.90225
12.01.2017 09:39:00.000,2266.40225,59.68,2267.71425
12.01.2017 09:40:00.000,2265.4645,56.4,2266.40225
12.01.2017 09:41:00.000,2266.27675,62.04,2265.4645
12.01.2017 09:42:00.000,2266.6515,57.34,2266.27675
12.01.2017 09:43:00.000,2266.43425,52.64,2266.6515
12.01.2017 09:44:00.000,2266.27675,51.7,2266.43425
12.01.2017 09:45:00.000,2265.81525,49.16,2266.27675
12.01.2017 09:46:00.000,2266.08975,55.46,2265.81525
12.01.2017 09:47:00.000,2266.5895,41.83,2266.08975
12.01.2017 09:48:00.000,2266.40625,46.53,2266.5895
12.01.2017 09:49:00.000,2265.83925,53.58,2266.40625
12.01.2017 09:50:00.000,2264.6545,61.1,2265.83925
12.01.2017 09:51:00.000,2263.65175,70.5,2264.6545
12.01.2017 09:52:00.000,2263.8395,47,2263.65175
12.01.2017 09:53:00.000,2264.657,50.76,2263.8395
12.01.2017 09:54:00.000,2264.6065,46.59,2264.657
12.01.2017 09:55:00.000,2264.21675,44.18,2264.6065
12.01.2017 09:56:00.000,2263.65175,50.76,2264.21675
12.01.2017 09:57:00.000,2263.77925,49.35,2263.65175
12.01.2017 09:58:00.000,2264.52675,41.83,2263.77925
12.01.2017 09:59:00.000,2264.71425,43.71,2264.52675
12.01.2017 10:00:00.000,2264.52975,47.47,2264.71425
12.01.2017 10:01:00.000,2264.28175,48.41,2264.52975
12.01.2017 10:02:00.000,2262.96425,51.88,2264.28175
12.01.2017 10:03:00.000,2262.3415,54.05,2262.96425
12.01.2017 10:04:00.000,2262.27675,56.3,2262.3415
12.01.2017 10:05:00.000,2260.6515,72.34,2262.27675
12.01.2017 10:06:00.000,2259.55925,60.9,2260.6515
12.01.2017 10:07:00.000,2258.65425,59.77,2259.55925
12.01.2017 10:08:00.000,2257.597,56.39,2258.65425
12.01.2017 10:09:00.000,2257.15475,59.97,2257.597
12.01.2017 10:10:00.000,2258.0295,58.75,2257.15475
12.01.2017 10:11:00.000,2258.40175,52.17,2258.0295
12.01.2017 10:12:00.000,2258.342,67.3,2258.40175
12.01.2017 10:13:00.000,2258.6545,57.34,2258.342
12.01.2017 10:14:00.000,2258.529,45.12,2258.6545
12.01.2017 10:15:00.000,2258.21475,53.58,2258.529
12.01.2017 10:16:00.000,2257.90175,65.33,2258.21475
12.01.2017 10:17:00.000,2258.029,55.46,2257.90175
12.01.2017 10:18:00.000,2257.90175,56.87,2258.029
12.01.2017 10:19:00.000,2257.3675,57.99,2257.90175
12.01.2017 10:20:00.000,2256.77725,57.62,2257.3675
12.01.2017 10:21:00.000,2256.8445,53.58,2256.77725
12.01.2017 10:22:00.000,2256.912,40.89,2256.8445
12.01.2017 10:23:00.000,2257.28675,54.99,2256.912
12.01.2017 10:24:00.000,2257.91175,52.35,2257.28675
12.01.2017 10:25:00.000,2257.9115,59.22,2257.91175
12.01.2017 10:26:00.000,2258.412,53.58,2257.9115
12.01.2017 10:27:00.000,2258.72175,75.76,2258.412
12.01.2017 10:28:00.000,2259.094,58.28,2258.72175
12.01.2017 10:29:00.000,2259.09425,58.75,2259.094
12.01.2017 10:30:00.000,2259.0895,50.29,2259.09425
12.01.2017 10:31:00.000,2258.46725,57.34,2259.0895
12.01.2017 10:32:00.000,2258.08975,47,2258.46725
12.01.2017 10:33:00.000,2258.10425,44.65,2258.08975
12.01.2017 10:34:00.000,2258.40225,47.94,2258.10425
12.01.2017 10:35:00.000,2258.282,48.88,2258.40225
12.01.2017 10:36:00.000,2258.03175,44.18,2258.282
12.01.2017 10:37:00.000,2257.65225,52.17,2258.03175
12.01.2017 10:38:00.000,2257.28425,66.74,2257.65225
12.01.2017 10:39:00.000,2257.46425,60.16,2257.28425
12.01.2017 10:40:00.000,2257.81425,49.35,2257.46425
12.01.2017 10:41:00.000,2258.27725,60.63,2257.81425
12.01.2017 10:42:00.000,2258.467,49.82,2258.27725
12.01.2017 10:43:00.000,2258.84925,46.06,2258.467
12.01.2017 10:44:00.000,2259.78225,64.86,2258.84925
12.01.2017 10:45:00.000,2260.0945,43.71,2259.78225
12.01.2017 10:46:00.000,2259.77675,41.36,2260.0945
12.01.2017 10:47:00.000,2259.40425,41.83,2259.77675
12.01.2017 10:48:00.000,2259.27925,32.9,2259.40425
12.01.2017 10:49:00.000,2259.27675,46.53,2259.27925
12.01.2017 10:50:00.000,2259.4045,49.35,2259.27675
12.01.2017 10:51:00.000,2259.4645,48.88,2259.4045
12.01.2017 10:52:00.000,2259.027,37.6,2259.4645
12.01.2017 10:53:00.000,2258.7145,50.1,2259.027
12.01.2017 10:54:00.000,2258.40225,48.5,2258.7145
12.01.2017 10:55:00.000,2258.05975,49.82,2258.40225
12.01.2017 10:56:00.000,2257.46475,48.69,2258.05975
12.01.2017 10:57:00.000,2256.80975,48.03,2257.46475
12.01.2017 10:58:00.000,2256.65475,52.35,2256.80975
12.01.2017 10:59:00.000,2256.99725,53.58,2256.65475
12.01.2017 11:00:00.000,2256.22,59.58,2256.99725
12.01.2017 11:01:00.000,2255.66225,53.11,2256.22
12.01.2017 11:02:00.000,2255.475,52.17,2255.66225
12.01.2017 11:03:00.000,2255.59975,60.25,2255.475
12.01.2017 11:04:00.000,2254.8495,57.71,2255.59975
12.01.2017 11:05:00.000,2254.72425,72.09,2254.8495
12.01.2017 11:06:00.000,2255.16175,47.47,2254.72425
12.01.2017 11:07:00.000,2255.41175,44.65,2255.16175
12.01.2017 11:08:00.000,2255.28675,39.85,2255.41175
12.01.2017 11:09:00.000,2255.28925,42.77,2255.28675
12.01.2017 11:10:00.000,2255.09925,47.94,2255.28925
12.01.2017 11:11:00.000,2255.28675,48.41,2255.09925
12.01.2017 11:12:00.000,2255.9115,47.94,2255.28675
12.01.2017 11:13:00.000,2256.09925,44.65,2255.9115
12.01.2017 11:14:00.000,2256.2245,40.89,2256.09925
12.01.2017 11:15:00.000,2256.00475,40.89,2256.2245
12.01.2017 11:16:00.000,2256.1625,55.93,2256.00475
12.01.2017 11:17:00.000,2257.157,47,2256.1625
12.01.2017 11:18:00.000,2257.77925,48.41,2257.157
12.01.2017 11:19:00.000,2256.70875,49.72,2257.77925
12.01.2017 11:20:00.000,2256.21475,51.7,2256.70875
12.01.2017 11:21:00.000,2256.09675,50.38,2256.21475
12.01.2017 11:22:00.000,2255.649,47.47,2256.09675
12.01.2017 11:23:00.000,2256.58725,61.66,2255.649
12.01.2017 11:24:00.000,2257.1515,64.01,2256.58725
12.01.2017 11:25:00.000,2257.58975,51.23,2257.1515
12.01.2017 11:26:00.000,2258.08975,48.41,2257.58975
12.01.2017 11:27:00.000,2258.652,46.53,2258.08975
12.01.2017 11:28:00.000,2258.904,60.63,2258.652
12.01.2017 11:29:00.000,2259.02675,45.4,2258.904
12.01.2017 11:30:00.000,2259.162,56.4,2259.02675
12.01.2017 11:31:00.000,2258.59,54.05,2259.162
12.01.2017 11:32:00.000,2258.71475,43.24,2258.59
12.01.2017 11:33:00.000,2258.83975,48.69,2258.71475
12.01.2017 11:34:00.000,2258.592,51.7,2258.83975
12.01.2017 11:35:00.000,2258.7715,38.07,2258.592
12.01.2017 11:36:00.000,2258.9045,39.95,2258.7715
12.01.2017 11:37:00.000,2258.71675,45.59,2258.9045
12.01.2017 11:38:00.000,2258.912,39.48,2258.71675
12.01.2017 11:39:00.000,2259.037,44.18,2258.912
12.01.2017 11:40:00.000,2258.78175,47,2259.037
12.01.2017 11:41:00.000,2258.402,39.48,2258.78175
12.01.2017 11:42:00.000,2258.339,40.89,2258.402
12.01.2017 11:43:00.000,2258.15425,39.48,2258.339
12.01.2017 11:44:00.000,2258.722,39.48,2258.15425
12.01.2017 11:45:00.000,2258.84225,52.17,2258.722
12.01.2017 11:46:00.000,2258.45975,47.47,2258.84225
12.01.2017 11:47:00.000,2258.5895,35.25,2258.45975
12.01.2017 11:48:00.000,2258.778,44.65,2258.5895
12.01.2017 11:49:00.000,2258.274,29.61,2258.778
12.01.2017 11:50:00.000,2258.08975,48.88,2258.274
12.01.2017 11:51:00.000,2257.90225,46.06,2258.08975
12.01.2017 11:52:00.000,2257.83925,35.72,2257.90225
12.01.2017 11:53:00.000,2257.71725,33.84,2257.83925
12.01.2017 11:54:00.000,2257.715,31.49,2257.71725
12.01.2017 11:55:00.000,2257.467,44.74,2257.715
12.01.2017 11:56:00.000,2257.21475,37.6,2257.467
12.01.2017 11:57:00.000,2256.96425,35.25,2257.21475
12.01.2017 11:58:00.000,2257.212,39.48,2256.96425
12.01.2017 11:59:00.000,2257.467,41.36,2257.212
12.01.2017 12:00:00.000,2257.6595,48.88,2257.467
12.01.2017 12:01:00.000,2258.0945,47.94,2257.6595
12.01.2017 12:02:00.000,2258.652,46.06,2258.0945
12.01.2017 12:03:00.000,2259.3395,43.71,2258.652
12.01.2017 12:04:00.000,2259.697,36.19,2259.3395
12.01.2017 12:05:00.000,2259.5795,34.3,2259.697
12.01.2017 12:06:00.000,2259.4645,27.73,2259.5795
12.01.2017 12:07:00.000,2259.30025,35.24,2259.4645
12.01.2017 12:08:00.000,2259.192,31.49,2259.30025
12.01.2017 12:09:00.000,2259.1095,34.31,2259.192
12.01.2017 12:10:00.000,2259.078,33.84,2259.1095
12.01.2017 12:11:00.000,2259.22325,33.37,2259.078
12.01.2017 12:12:00.000,2259.66075,34.78,2259.22325
12.01.2017 12:13:00.000,2259.4125,29.61,2259.66075
12.01.2017 12:14:00.000,2259.53725,40.89,2259.4125
12.01.2017 12:15:00.000,2260.225,32.9,2259.53725
12.01.2017 12:16:00.000,2260.91175,42.3,2260.225
12.01.2017 12:17:00.000,2262.03175,44.65,2260.91175
12.01.2017 12:18:00.000,2262.71425,50.29,2262.03175
12.01.2017 12:19:00.000,2262.8395,37.6,2262.71425
12.01.2017 12:20:00.000,2263.27675,50.1,2262.8395
12.01.2017 12:21:00.000,2263.092,43.71,2263.27675
12.01.2017 12:22:00.000,2262.6845,42.77,2263.092
12.01.2017 12:23:00.000,2262.33325,36.84,2262.6845
12.01.2017 12:24:00.000,2262.40675,40.2,2262.33325
12.01.2017 12:25:00.000,2262.78275,39.95,2262.40675
12.01.2017 12:26:00.000,2262.9005,35.72,2262.78275
12.01.2017 12:27:00.000,2262.9015,32.9,2262.9005
12.01.2017 12:28:00.000,2263.242,37.6,2262.9015
12.01.2017 12:29:00.000,2262.917,34.31,2263.242
12.01.2017 12:30:00.000,2263.152,44.55,2262.917
12.01.2017 12:31:00.000,2263.7145,45.12,2263.152
12.01.2017 12:32:00.000,2263.46425,36.66,2263.7145
12.01.2017 12:33:00.000,2263.58975,43.23,2263.46425
12.01.2017 12:34:00.000,2263.93475,40.89,2263.58975
12.01.2017 12:35:00.000,2264.342,40.42,2263.93475
12.01.2017 12:36:00.000,2264.652,40.42,2264.342
12.01.2017 12:37:00.000,2265.09425,43.24,2264.652
12.01.2017 12:38:00.000,2264.78725,40.42,2265.09425
12.01.2017 12:39:00.000,2264.33275,40.79,2264.78725
12.01.2017 12:40:00.000,2263.99025,45.85,2264.33275
12.01.2017 12:41:00.000,2264.12175,29.14,2263.99025
12.01.2017 12:42:00.000,2263.795,42.67,2264.12175
12.01.2017 12:43:00.000,2263.61675,35.72,2263.795
12.01.2017 12:44:00.000,2263.22425,37.6,2263.61675
12.01.2017 12:45:00.000,2263.036,38.13,2263.22425
12.01.2017 12:46:00.000,2262.99725,39.95,2263.036
12.01.2017 12:47:00.000,2263.03,28.67,2262.99725
12.01.2017 12:48:00.000,2263.65175,38.07,2263.03
12.01.2017 12:49:00.000,2263.7765,37.6,2263.65175
12.01.2017 12:50:00.000,2263.777,39.01,2263.7765
12.01.2017 12:51:00.000,2264.00925,30.55,2263.777
12.01.2017 12:52:00.000,2264.02675,23.03,2264.00925
12.01.2017 12:53:00.000,2264.27725,34.31,2264.02675
12.01.2017 12:54:00.000,2264.58975,33.84,2264.27725
12.01.2017 12:55:00.000,2264.3395,33.84,2264.58975
12.01.2017 12:56:00.000,2264.02675,37.13,2264.3395
12.01.2017 12:57:00.000,2264.1465,31.02,2264.02675
12.01.2017 12:58:00.000,2264.2145,38.54,2264.1465
12.01.2017 12:59:00.000,2264.0275,30.08,2264.2145
12.01.2017 13:00:00.000,2264.402,32.9,2264.0275
12.01.2017 13:01:00.000,2264.839,27.26,2264.402
12.01.2017 13:02:00.000,2265.089,34.78,2264.839
12.01.2017 13:03:00.000,2264.75475,39.29,2265.089
12.01.2017 13:04:00.000,2264.61725,35.25,2264.75475
12.01.2017 13:05:00.000,2264.3995,39.48,2264.61725
12.01.2017 13:06:00.000,2263.8395,41.36,2264.3995
12.01.2017 13:07:00.000,2263.693,32.24,2263.8395
12.01.2017 13:08:00.000,2263.96425,24.91,2263.693
12.01.2017 13:09:00.000,2264.497,41.83,2263.96425
12.01.2017 13:10:00.000,2264.967,36.19,2264.497
12.01.2017 13:11:00.000,2265.31475,38.07,2264.967
12.01.2017 13:12:00.000,2265.356,33.83,2265.31475
12.01.2017 13:13:00.000,2265.1405,38.07,2265.356
12.01.2017 13:14:00.000,2264.872,32.9,2265.1405
12.01.2017 13:15:00.000,2265.224,31.96,2264.872
12.01.2017 13:16:00.000,2265.912,50.76,2265.224
12.01.2017 13:17:00.000,2265.7245,42.3,2265.912
12.01.2017 13:18:00.000,2265.53675,30.08,2265.7245
12.01.2017 13:19:00.000,2265.28675,30.55,2265.53675
12.01.2017 13:20:00.000,2265.16225,28.2,2265.28675
12.01.2017 13:21:00.000,2265.28725,40.42,2265.16225
12.01.2017 13:22:00.000,2264.78725,34.78,2265.28725
12.01.2017 13:23:00.000,2264.1595,43.71,2264.78725
12.01.2017 13:24:00.000,2264.08925,32.9,2264.1595
12.01.2017 13:25:00.000,2264.15225,40.7,2264.08925
12.01.2017 13:26:00.000,2264.15175,35.72,2264.15225
12.01.2017 13:27:00.000,2264.58925,39.48,2264.15175
12.01.2017 13:28:00.000,2264.71475,40.89,2264.58925
12.01.2017 13:29:00.000,2265.027,39.01,2264.71475
12.01.2017 13:30:00.000,2265.2775,33.37,2265.027
12.01.2017 13:31:00.000,2265.40225,32.43,2265.2775
12.01.2017 13:32:00.000,2265.58975,32.9,2265.40225
12.01.2017 13:33:00.000,2265.3395,28.67,2265.58975
12.01.2017 13:34:00.000,2265.33925,37.6,2265.3395
12.01.2017 13:35:00.000,2265.52725,27.73,2265.33925
12.01.2017 13:36:00.000,2265.8395,31.02,2265.52725
12.01.2017 13:37:00.000,2266.5895,34.78,2265.8395
12.01.2017 13:38:00.000,2266.65225,37.13,2266.5895
12.01.2017 13:39:00.000,2266.58925,36.47,2266.65225
12.01.2017 13:40:00.000,2266.4645,25.38,2266.58925
12.01.2017 13:41:00.000,2266.71475,29.61,2266.4645
12.01.2017 13:42:00.000,2266.84,31.02,2266.71475
12.01.2017 13:43:00.000,2267.15125,26.79,2266.84
12.01.2017 13:44:00.000,2267.152,36,2267.15125
12.01.2017 13:45:00.000,2267.30975,40.42,2267.152
12.01.2017 13:46:00.000,2267.5595,47.94,2267.30975
12.01.2017 13:47:00.000,2267.40225,30.08,2267.5595
12.01.2017 13:48:00.000,2267.4025,29.14,2267.40225
12.01.2017 13:49:00.000,2267.96475,45.12,2267.4025
12.01.2017 13:50:00.000,2267.96475,39.48,2267.96475
12.01.2017 13:51:00.000,2267.7145,31.02,2267.96475
12.01.2017 13:52:00.000,2267.747,35.72,2267.7145
12.01.2017 13:53:00.000,2267.46475,40.89,2267.747
12.01.2017 13:54:00.000,2267.21475,32.52,2267.46475
12.01.2017 13:55:00.000,2267.46475,43.86,2267.21475
12.01.2017 13:56:00.000,2267.777,19.26,2267.46475
12.01.2017 13:57:00.000,2267.623,22.55,2267.777
12.01.2017 13:58:00.000,2267.46425,24.99,2267.623
12.01.2017 13:59:00.000,2267.2765,22.27,2267.46425
12.01.2017 14:00:00.000,2267.28575,33.45,2267.2765
12.01.2017 14:01:00.000,2267.3045,17.85,2267.28575
12.01.2017 14:02:00.000,2267.40225,14.1,2267.3045
12.01.2017 14:03:00.000,2267.46425,12.59,2267.40225
12.01.2017 14:04:00.000,2267.4645,10.24,2267.46425
12.01.2017 14:05:00.000,2267.58925,26.12,2267.4645
12.01.2017 14:06:00.000,2266.928,33.45,2267.58925
12.01.2017 14:07:00.000,2266.65225,41.52,2266.928
12.01.2017 14:08:00.000,2266.90225,18.42,2266.65225
12.01.2017 14:09:00.000,2267.027,35.24,2266.90225
12.01.2017 14:10:00.000,2267.0265,10.9,2267.027
12.01.2017 14:11:00.000,2267.44075,33.45,2267.0265
12.01.2017 14:12:00.000,2267.572,18.04,2267.44075
12.01.2017 14:13:00.000,2267.57175,24.05,2267.572
12.01.2017 14:14:00.000,2267.5895,18.58,2267.57175
12.01.2017 14:15:00.000,2267.5265,28.38,2267.5895
12.01.2017 14:16:00.000,2268.402,26.31,2267.5265
12.01.2017 14:17:00.000,2268.44525,24.04,2268.402
12.01.2017 14:18:00.000,2268.089,21.62,2268.44525
12.01.2017 14:19:00.000,2267.926,26.12,2268.089
12.01.2017 14:20:00.000,2268.02725,21.41,2267.926
12.01.2017 14:21:00.000,2267.967,27.24,2268.02725
12.01.2017 14:22:00.000,2267.8395,11.73,2267.967
12.01.2017 14:23:00.000,2267.21425,33.26,2267.8395
12.01.2017 14:24:00.000,2267.40225,22.08,2267.21425
12.01.2017 14:25:00.000,2267.46425,26.41,2267.40225
12.01.2017 14:26:00.000,2267.7145,9.21,2267.46425
12.01.2017 14:27:00.000,2267.965,14.85,2267.7145
12.01.2017 14:28:00.000,2268.1145,26.31,2267.965
12.01.2017 14:29:00.000,2268.27675,22.92,2268.1145
12.01.2017 14:30:00.000,2268.50175,28.74,2268.27675
12.01.2017 14:31:00.000,2268.6635,20.77,2268.50175
12.01.2017 14:32:00.000,2269.58925,22.65,2268.6635
12.01.2017 14:33:00.000,2269.99825,32.88,2269.58925
12.01.2017 14:34:00.000,2270.28,38.05,2269.99825
12.01.2017 14:35:00.000,2270.42775,26.22,2270.28
12.01.2017 14:36:00.000,2270.7145,33.93,2270.42775
12.01.2017 14:37:00.000,2270.53,34.19,2270.7145
12.01.2017 14:38:00.000,2269.96425,14.28,2270.53
12.01.2017 14:39:00.000,2269.7145,42.18,2269.96425
12.01.2017 14:40:00.000,2270.02725,22.55,2269.7145
12.01.2017 14:41:00.000,2269.84,9.86,2270.02725
12.01.2017 14:42:00.000,2269.71425,11.74,2269.84
12.01.2017 14:43:00.000,2269.50925,21.05,2269.71425
12.01.2017 14:44:00.000,2269.664,22.55,2269.50925
12.01.2017 14:45:00.000,2270.027,26.59,2269.664
12.01.2017 14:46:00.000,2269.81875,31.2,2270.027
12.01.2017 14:47:00.000,2269.58975,26.39,2269.81875
12.01.2017 14:48:00.000,2269.349,33.8,2269.58975
12.01.2017 14:49:00.000,2268.65275,31.28,2269.349
12.01.2017 14:50:00.000,2269.02675,35.15,2268.65275
12.01.2017 14:51:00.000,2269.4585,24.34,2269.02675
12.01.2017 14:52:00.000,2269.58925,24.34,2269.4585
12.01.2017 14:53:00.000,2269.69725,26.69,2269.58925
12.01.2017 14:54:00.000,2269.624,25.09,2269.69725
12.01.2017 14:55:00.000,2269.5935,28.38,2269.624
12.01.2017 14:56:00.000,2269.903,39.27,2269.5935
12.01.2017 14:57:00.000,2269.9645,25.09,2269.903
12.01.2017 14:58:00.000,2269.77675,30.92,2269.9645
12.01.2017 14:59:00.000,2270.27675,30.45,2269.77675
12.01.2017 15:00:00.000,2270.3395,20.76,2270.27675
12.01.2017 15:01:00.000,2269.81875,14.46,2270.3395
12.01.2017 15:02:00.000,2269.7145,0.94,2269.81875
12.01.2017 15:03:00.000,2269.43375,16.63,2269.7145
12.01.2017 15:04:00.000,2269.0895,42.83,2269.43375
12.01.2017 15:05:00.000,2268.94225,28,2269.0895
12.01.2017 15:06:00.000,2268.777,19.16,2268.94225
12.01.2017 15:07:00.000,2268.61725,20.49,2268.777
12.01.2017 15:08:00.000,2268.65225,33.25,2268.61725
12.01.2017 15:09:00.000,2268.5895,25.92,2268.65225
12.01.2017 15:10:00.000,2268.4025,16.44,2268.5895
12.01.2017 15:11:00.000,2268.277,31.01,2268.4025
12.01.2017 15:12:00.000,2268.339,13.63,2268.277
12.01.2017 15:13:00.000,2268.464,13.63,2268.339
12.01.2017 15:14:00.000,2268.44475,16.63,2268.464
12.01.2017 15:15:00.000,2268.33975,6.95,2268.44475
12.01.2017 15:16:00.000,2268.4355,6.39,2268.33975
12.01.2017 15:17:00.000,2268.277,18.87,2268.4355
12.01.2017 15:18:00.000,2268.089,0,2268.277
12.01.2017 15:19:00.000,2267.94025,27.61,2268.089
12.01.2017 15:20:00.000,2268.465,28.66,2267.94025
12.01.2017 15:21:00.000,2268.52925,27.72,2268.465
12.01.2017 15:22:00.000,2268.8395,22.09,2268.52925
12.01.2017 15:23:00.000,2268.8395,13.72,2268.8395
12.01.2017 15:24:00.000,2268.777,32.8,2268.8395
12.01.2017 15:25:00.000,2268.90225,36.73,2268.777
12.01.2017 15:26:00.000,2268.83925,15.5,2268.90225
12.01.2017 15:27:00.000,2268.84,5.17,2268.83925
12.01.2017 15:28:00.000,2268.83925,20.76,2268.84
12.01.2017 15:29:00.000,2268.5275,12.21,2268.83925
12.01.2017 15:30:00.000,2269.21425,31.95,2268.5275
12.01.2017 15:31:00.000,2269.96475,48.38,2269.21425
12.01.2017 15:32:00.000,2270.20675,22.74,2269.96475
12.01.2017 15:33:00.000,2269.66575,28.46,2270.20675
12.01.2017 15:34:00.000,2269.527,29.69,2269.66575
12.01.2017 15:35:00.000,2269.58975,22.36,2269.527
12.01.2017 15:36:00.000,2269.6525,19.07,2269.58975
12.01.2017 15:37:00.000,2269.80775,37.21,2269.6525
12.01.2017 15:38:00.000,2270.41175,23.59,2269.80775
12.01.2017 15:39:00.000,2270.805,46.83,2270.41175
12.01.2017 15:40:00.000,2270.92925,38.98,2270.805
12.01.2017 15:41:00.000,2270.5175,44.05,2270.92925
12.01.2017 15:42:00.000,2270.26675,30.82,2270.5175
12.01.2017 15:43:00.000,2269.93175,35.43,2270.26675
12.01.2017 15:44:00.000,2270.09975,53.35,2269.93175
12.01.2017 15:45:00.000,2270.53725,39.82,2270.09975
12.01.2017 15:46:00.000,2270.662,39.84,2270.53725
12.01.2017 15:47:00.000,2270.73925,30.8,2270.662
12.01.2017 15:48:00.000,2270.88425,37.09,2270.73925
12.01.2017 15:49:00.000,2271.12925,41.8,2270.88425
12.01.2017 15:50:00.000,2271.254,44.9,2271.12925
12.01.2017 15:51:00.000,2270.912,35.53,2271.254
12.01.2017 15:52:00.000,2270.49725,23.85,2270.912
12.01.2017 15:53:00.000,2270.61125,39.05,2270.49725
12.01.2017 15:54:00.000,2270.41175,31.58,2270.61125
12.01.2017 15:55:00.000,2270.725,50.7,2270.41175
12.01.2017 15:56:00.000,2270.917,32.24,2270.725
12.01.2017 15:57:00.000,2271.0415,53.23,2270.917
12.01.2017 15:58:00.000,2271.64375,60.84,2271.0415
12.01.2017 15:59:00.000,2271.32925,64.06,2271.64375
13.01.2017 08:30:00.000,2269.2365,220.2,2271.32925
13.01.2017 08:31:00.000,2269.3575,146.25,2269.2365
13.01.2017 08:32:00.000,2269.93025,134.5,2269.3575
13.01.2017 08:33:00.000,2270.12225,141.24,2269.93025
13.01.2017 08:34:00.000,2269.84275,154.41,2270.12225
13.01.2017 08:35:00.000,2269.69575,171.07,2269.84275
13.01.2017 08:36:00.000,2269.62575,150.94,2269.69575
13.01.2017 08:37:00.000,2269.896,123.13,2269.62575
13.01.2017 08:38:00.000,2269.95775,177.53,2269.896
13.01.2017 08:39:00.000,2269.6995,148.95,2269.95775
13.01.2017 08:40:00.000,2269.72225,119.79,2269.6995
13.01.2017 08:41:00.000,2269.52075,137.71,2269.72225
13.01.2017 08:42:00.000,2269.34975,106.43,2269.52075
13.01.2017 08:43:00.000,2269.6955,157.75,2269.34975
13.01.2017 08:44:00.000,2270.1765,129.81,2269.6955
13.01.2017 08:45:00.000,2270.5875,104.44,2270.1765
13.01.2017 08:46:00.000,2270.8025,102.64,2270.5875
13.01.2017 08:47:00.000,2270.6215,96.41,2270.8025
13.01.2017 08:48:00.000,2270.68725,116.13,2270.6215
13.01.2017 08:49:00.000,2271.049,90.95,2270.68725
13.01.2017 08:50:00.000,2271.201,123.45,2271.049
13.01.2017 08:51:00.000,2271.384,109.77,2271.201
13.01.2017 08:52:00.000,2271.2485,83.82,2271.384
13.01.2017 08:53:00.000,2271.04075,71.81,2271.2485
13.01.2017 08:54:00.000,2270.87775,103.41,2271.04075
13.01.2017 08:55:00.000,2270.871,88.19,2270.87775
13.01.2017 08:56:00.000,2270.838,100.52,2270.871
13.01.2017 08:57:00.000,2270.832,127.82,2270.838
13.01.2017 08:58:00.000,2270.9835,86.84,2270.832
13.01.2017 08:59:00.000,2271.11775,87.29,2270.9835
13.01.2017 09:00:00.000,2271.3765,126.92,2271.11775
13.01.2017 09:01:00.000,2271.2155,144.58,2271.3765
13.01.2017 09:02:00.000,2270.8505,78.04,2271.2155
13.01.2017 09:03:00.000,2270.78,76.82,2270.8505
13.01.2017 09:04:00.000,2270.775,63.46,2270.78
13.01.2017 09:05:00.000,2270.911,75.6,2270.775
13.01.2017 09:06:00.000,2271.19,77.72,2270.911
13.01.2017 09:07:00.000,2271.30325,105.53,2271.19
13.01.2017 09:08:00.000,2271.22325,130.26,2271.30325
13.01.2017 09:09:00.000,2271.39,160.64,2271.22325
13.01.2017 09:10:00.000,2271.5875,137.9,2271.39
13.01.2017 09:11:00.000,2271.549,123.58,2271.5875
13.01.2017 09:12:00.000,2271.48825,116.45,2271.549
